ID,year,vine_size_2005,vine,East,North,Row_#,Bay_#,Cane_#,Cropload,elevation,EM38,Trunkcirc,cropcircle,bunch_per_vine,yld_kg_per_vine
2008_Bay_#10-Row_#358-Cane_#4,2008,S,25,407316.791,807582.531,358,10,4,4c,11.49137889,3.991817778,174.9163,8.470925556,7.05,7.05
2008_Bay_#28-Row_#358-Cane_#4,2008,L,26,407362.41,807461.225,358,28,4,4c,10.97284,5.369713333,199.6892889,11.04861778,4.9475,4.9475
2008_Bay_#33-Row_#358-Cane_#4,2008,XS,27,407375.082,807427.529,358,33,4,4c,11.71442333,5.096473333,164.3109889,8.425643333,7.019804527,7.019804527
2008_Bay_#41-Row_#358-Cane_#4,2008,M,28,407395.358,807373.616,358,41,4,4c,11.28458,5.42111,192.4449778,10.35909556,7.68,7.68
2008_Bay_#48-Row_#358-Cane_#4,2008,M,29,407413.098,807326.441,358,48,4,4c,11.07260667,5.130647778,186.9564111,10.31544444,7.0475,7.0475
2008_Bay_#63-Row_#358-Cane_#4,2008,XL,30,407451.114,807225.353,358,63,4,4c,10.98450111,6.685854444,207.5531778,11.00488889,5.6175,5.6175
2008_Bay_#11-Row_#360-Cane_#2,2008,XS,31,407314.197,807574.102,360,11,2,2c,11.48207111,4.027547778,173.8174556,8.80982,5.6025,5.6025
2008_Bay_#12-Row_#360-Cane_#2,2008,S,32,407316.732,807567.363,360,12,2,2c,11.33224778,4.235138889,176.1629778,9.513602222,5.525,5.525
2008_Bay_#15-Row_#360-Cane_#2,2008,M,33,407324.335,807547.145,360,15,2,2c,11.35772222,4.948172222,186.9400333,9.929994444,4.7125,4.7125
2008_Bay_#35-Row_#360-Cane_#2,2008,M,34,407375.023,807412.361,360,35,2,2c,11.26890556,4.535205556,179.7558667,10.20847,3.665,3.665
2008_Bay_#40-Row_#360-Cane_#2,2008,L,35,407387.695,807378.665,360,40,2,2c,11.28744889,5.429003333,199.1815444,10.49582889,4.7575,4.7575
2008_Bay_#58-Row_#360-Cane_#2,2008,XL,36,407433.314,807257.36,360,58,2,2c,11.03298889,6.050672222,213.8365778,11.29625667,3.81,3.81
2008_Bay_#3-Row_#362-Cane_#4,2008,L,37,407288.794,807626.326,362,3,4,4c,10.65796222,5.93836,207.1533222,9.988398889,6.1975,6.1975
2008_Bay_#8-Row_#362-Cane_#4,2008,XS,38,407301.466,807592.63,362,8,4,4c,11.24040778,4.937755556,177.3178222,8.809778889,7.2925,7.2925
2008_Bay_#9-Row_#362-Cane_#4,2008,S,39,407304,807585.891,362,9,4,4c,11.32657667,4.348528889,176.9067556,9.239231111,7.458596491,7.458596491
2008_Bay_#20-Row_#362-Cane_#4,2008,M,40,407331.879,807511.76,362,20,4,4c,11.38448111,4.960843333,194.1351444,10.42330889,7.4925,7.4925
2008_Bay_#55-Row_#362-Cane_#4,2008,M,41,407420.583,807275.888,362,55,4,4c,10.81970222,5.960001111,194.2701111,11.46268222,8.6425,8.6425
2008_Bay_#63-Row_#362-Cane_#4,2008,XL,42,407440.858,807221.974,362,63,4,4c,11.13679667,6.991841111,214.0258333,11.2105,5.8425,5.8425
2008_Bay_#10-Row_#364-Cane_#2,2008,S,43,407301.407,807577.462,364,10,2,2c,11.32642222,4.317958889,183.1812,9.413094444,6.1275,6.1275
2008_Bay_#19-Row_#364-Cane_#2,2008,L,44,407324.216,807516.809,364,19,2,2c,11.40376333,4.959066667,202.2355222,10.87034889,4.345,4.345
2008_Bay_#22-Row_#364-Cane_#2,2008,M,45,407331.819,807496.592,364,22,2,2c,11.08857333,5.125656667,201.5891333,10.81099,4.755,4.755
2008_Bay_#27-Row_#364-Cane_#2,2008,XL,46,407344.491,807462.896,364,27,2,2c,10.88781444,6.079512222,213.9409667,11.33921222,2.5675,2.5675
2008_Bay_#33-Row_#364-Cane_#2,2008,XS,47,407359.698,807422.461,364,33,2,2c,11.57014444,5.348454444,165.4256222,9.699515556,4.6425,4.6425
2008_Bay_#53-Row_#364-Cane_#2,2008,M,48,407410.386,807287.677,364,53,2,2c,11.12313111,5.604908889,196.2622778,11.21067667,2.6775,2.6775
